text,intent
mute command number 623,MUTE
get time request number 538,GET_TIME
mute command number 1410,MUTE
search query number 1029,WEB_SEARCH
get time request number 254,GET_TIME
open file number 129,OPEN_FILE
search query number 1165,WEB_SEARCH
mute command number 590,MUTE
unmute command number 99,UNMUTE
mute command number 419,MUTE
search query number 944,WEB_SEARCH
mute command number 503,MUTE
unmute command number 1084,UNMUTE
get time request number 481,GET_TIME
get time request number 33,GET_TIME
search query number 794,WEB_SEARCH
get time request number 590,GET_TIME
open application number 1088,OPEN_APP
general conversation number 199,GENERAL_CONVERSATION
unmute command number 1058,UNMUTE
general conversation number 986,GENERAL_CONVERSATION
open application number 408,OPEN_APP
search query number 1001,WEB_SEARCH
general conversation number 809,GENERAL_CONVERSATION
open application number 293,OPEN_APP
search query number 187,WEB_SEARCH
unmute command number 324,UNMUTE
mute command number 780,MUTE
general conversation number 630,GENERAL_CONVERSATION
general conversation number 566,GENERAL_CONVERSATION
search query number 951,WEB_SEARCH
open application number 1282,OPEN_APP
open application number 981,OPEN_APP
mute command number 1011,MUTE
unmute command number 301,UNMUTE
search query number 379,WEB_SEARCH
search query number 1306,WEB_SEARCH
search query number 1296,WEB_SEARCH
mute command number 1039,MUTE
get time request number 408,GET_TIME
get time request number 277,GET_TIME
open application number 295,OPEN_APP
open application number 327,OPEN_APP
unmute command number 678,UNMUTE
open application number 964,OPEN_APP
search query number 1241,WEB_SEARCH
mute command number 302,MUTE
open file number 552,OPEN_FILE
open file number 1333,OPEN_FILE
get time request number 742,GET_TIME
search query number 1262,WEB_SEARCH
open application number 1056,OPEN_APP
search query number 832,WEB_SEARCH
unmute command number 146,UNMUTE
mute command number 772,MUTE
unmute command number 1353,UNMUTE
open file number 1206,OPEN_FILE
unmute command number 327,UNMUTE
open file number 143,OPEN_FILE
open application number 186,OPEN_APP
open application number 1226,OPEN_APP
general conversation number 446,GENERAL_CONVERSATION
open file number 765,OPEN_FILE
get time request number 1018,GET_TIME
general conversation number 1229,GENERAL_CONVERSATION
unmute command number 160,UNMUTE
get time request number 788,GET_TIME
general conversation number 822,GENERAL_CONVERSATION
unmute command number 942,UNMUTE
mute command number 763,MUTE
open application number 1326,OPEN_APP
search query number 553,WEB_SEARCH
open file number 18,OPEN_FILE
search query number 1244,WEB_SEARCH
mute command number 221,MUTE
unmute command number 1103,UNMUTE
open file number 1406,OPEN_FILE
get time request number 139,GET_TIME
unmute command number 314,UNMUTE
mute command number 688,MUTE
open application number 940,OPEN_APP
open application number 351,OPEN_APP
open application number 943,OPEN_APP
unmute command number 649,UNMUTE
get time request number 571,GET_TIME
general conversation number 1190,GENERAL_CONVERSATION
mute command number 584,MUTE
mute command number 1064,MUTE
general conversation number 538,GENERAL_CONVERSATION
get time request number 734,GET_TIME
search query number 262,WEB_SEARCH
search query number 447,WEB_SEARCH
mute command number 779,MUTE
general conversation number 341,GENERAL_CONVERSATION
search query number 272,WEB_SEARCH
general conversation number 2,GENERAL_CONVERSATION
open file number 1316,OPEN_FILE
general conversation number 696,GENERAL_CONVERSATION
search query number 396,WEB_SEARCH
general conversation number 280,GENERAL_CONVERSATION
open file number 952,OPEN_FILE
search query number 677,WEB_SEARCH
get time request number 176,GET_TIME
get time request number 983,GET_TIME
open application number 918,OPEN_APP
open application number 1140,OPEN_APP
general conversation number 666,GENERAL_CONVERSATION
open file number 988,OPEN_FILE
search query number 1193,WEB_SEARCH
open file number 812,OPEN_FILE
open file number 580,OPEN_FILE
mute command number 424,MUTE
get time request number 97,GET_TIME
general conversation number 43,GENERAL_CONVERSATION
general conversation number 1370,GENERAL_CONVERSATION
open application number 848,OPEN_APP
unmute command number 475,UNMUTE
unmute command number 350,UNMUTE
open application number 1373,OPEN_APP
mute command number 1116,MUTE
open application number 279,OPEN_APP
get time request number 932,GET_TIME
open application number 1392,OPEN_APP
get time request number 428,GET_TIME
search query number 1181,WEB_SEARCH
open file number 709,OPEN_FILE
mute command number 265,MUTE
search query number 1412,WEB_SEARCH
get time request number 1133,GET_TIME
open application number 219,OPEN_APP
general conversation number 50,GENERAL_CONVERSATION
search query number 1144,WEB_SEARCH
open application number 233,OPEN_APP
get time request number 743,GET_TIME
open application number 227,OPEN_APP
open file number 551,OPEN_FILE
search query number 1049,WEB_SEARCH
open application number 928,OPEN_APP
search query number 632,WEB_SEARCH
general conversation number 87,GENERAL_CONVERSATION
search query number 604,WEB_SEARCH
mute command number 1170,MUTE
search query number 304,WEB_SEARCH
mute command number 557,MUTE
search query number 1178,WEB_SEARCH
get time request number 1389,GET_TIME
open file number 1367,OPEN_FILE
open file number 1194,OPEN_FILE
open application number 1201,OPEN_APP
get time request number 1175,GET_TIME
get time request number 270,GET_TIME
open application number 335,OPEN_APP
get time request number 773,GET_TIME
mute command number 625,MUTE
open application number 298,OPEN_APP
general conversation number 673,GENERAL_CONVERSATION
open file number 1090,OPEN_FILE
mute command number 373,MUTE
unmute command number 761,UNMUTE
general conversation number 781,GENERAL_CONVERSATION
open application number 299,OPEN_APP
general conversation number 1120,GENERAL_CONVERSATION
search query number 1300,WEB_SEARCH
get time request number 864,GET_TIME
search query number 1072,WEB_SEARCH
mute command number 761,MUTE
unmute command number 482,UNMUTE
open file number 1415,OPEN_FILE
open file number 1162,OPEN_FILE
open file number 620,OPEN_FILE
unmute command number 562,UNMUTE
search query number 1074,WEB_SEARCH
open file number 355,OPEN_FILE
open application number 275,OPEN_APP
get time request number 771,GET_TIME
unmute command number 971,UNMUTE
unmute command number 862,UNMUTE
mute command number 1053,MUTE
general conversation number 728,GENERAL_CONVERSATION
unmute command number 60,UNMUTE
open application number 841,OPEN_APP
get time request number 418,GET_TIME
search query number 905,WEB_SEARCH
mute command number 508,MUTE
unmute command number 824,UNMUTE
search query number 213,WEB_SEARCH
open application number 1097,OPEN_APP
general conversation number 517,GENERAL_CONVERSATION
get time request number 201,GET_TIME
get time request number 313,GET_TIME
search query number 215,WEB_SEARCH
mute command number 429,MUTE
open file number 162,OPEN_FILE
general conversation number 624,GENERAL_CONVERSATION
open application number 258,OPEN_APP
mute command number 1285,MUTE
mute command number 473,MUTE
mute command number 377,MUTE
get time request number 1422,GET_TIME
get time request number 1246,GET_TIME
open file number 375,OPEN_FILE
search query number 483,WEB_SEARCH
open file number 676,OPEN_FILE
open file number 286,OPEN_FILE
unmute command number 766,UNMUTE
get time request number 715,GET_TIME
general conversation number 1384,GENERAL_CONVERSATION
open application number 1085,OPEN_APP
unmute command number 178,UNMUTE
open application number 432,OPEN_APP
get time request number 343,GET_TIME
open application number 482,OPEN_APP
unmute command number 1091,UNMUTE
general conversation number 1102,GENERAL_CONVERSATION
general conversation number 654,GENERAL_CONVERSATION
mute command number 1245,MUTE
get time request number 655,GET_TIME
open file number 738,OPEN_FILE
search query number 822,WEB_SEARCH
open application number 286,OPEN_APP
mute command number 399,MUTE
mute command number 1327,MUTE
open application number 1249,OPEN_APP
general conversation number 894,GENERAL_CONVERSATION
open file number 904,OPEN_FILE
open file number 843,OPEN_FILE
general conversation number 1247,GENERAL_CONVERSATION
search query number 1299,WEB_SEARCH
search query number 556,WEB_SEARCH
general conversation number 401,GENERAL_CONVERSATION
open file number 1309,OPEN_FILE
search query number 1204,WEB_SEARCH
mute command number 820,MUTE
general conversation number 15,GENERAL_CONVERSATION
mute command number 371,MUTE
unmute command number 312,UNMUTE
open application number 786,OPEN_APP
get time request number 646,GET_TIME
mute command number 56,MUTE
general conversation number 318,GENERAL_CONVERSATION
mute command number 70,MUTE
open application number 1237,OPEN_APP
get time request number 1318,GET_TIME
open application number 1411,OPEN_APP
unmute command number 671,UNMUTE
mute command number 102,MUTE
general conversation number 1000,GENERAL_CONVERSATION
open application number 726,OPEN_APP
search query number 1052,WEB_SEARCH
mute command number 853,MUTE
unmute command number 287,UNMUTE
open file number 1326,OPEN_FILE
get time request number 523,GET_TIME
unmute command number 1056,UNMUTE
get time request number 1111,GET_TIME
open application number 887,OPEN_APP
mute command number 134,MUTE
unmute command number 900,UNMUTE
open application number 1399,OPEN_APP
mute command number 536,MUTE
unmute command number 65,UNMUTE
open file number 1424,OPEN_FILE
search query number 235,WEB_SEARCH
open application number 622,OPEN_APP
get time request number 1032,GET_TIME
open file number 133,OPEN_FILE
get time request number 1039,GET_TIME
open application number 765,OPEN_APP
general conversation number 717,GENERAL_CONVERSATION
mute command number 1119,MUTE
unmute command number 896,UNMUTE
open application number 959,OPEN_APP
get time request number 1293,GET_TIME
open application number 394,OPEN_APP
get time request number 1404,GET_TIME
search query number 869,WEB_SEARCH
general conversation number 944,GENERAL_CONVERSATION
unmute command number 1202,UNMUTE
general conversation number 1240,GENERAL_CONVERSATION
general conversation number 1171,GENERAL_CONVERSATION
get time request number 993,GET_TIME
open application number 781,OPEN_APP
general conversation number 505,GENERAL_CONVERSATION
search query number 990,WEB_SEARCH
general conversation number 172,GENERAL_CONVERSATION
open file number 840,OPEN_FILE
mute command number 838,MUTE
open file number 619,OPEN_FILE
open file number 945,OPEN_FILE
get time request number 1245,GET_TIME
mute command number 529,MUTE
open application number 61,OPEN_APP
get time request number 1247,GET_TIME
get time request number 719,GET_TIME
open file number 170,OPEN_FILE
mute command number 902,MUTE
search query number 973,WEB_SEARCH
get time request number 1079,GET_TIME
search query number 1386,WEB_SEARCH
get time request number 735,GET_TIME
open application number 1255,OPEN_APP
general conversation number 627,GENERAL_CONVERSATION
open application number 1007,OPEN_APP
open file number 1307,OPEN_FILE
mute command number 999,MUTE
mute command number 1115,MUTE
open file number 1352,OPEN_FILE
mute command number 1280,MUTE
general conversation number 1406,GENERAL_CONVERSATION
unmute command number 1057,UNMUTE
general conversation number 140,GENERAL_CONVERSATION
open file number 1391,OPEN_FILE
unmute command number 41,UNMUTE
mute command number 957,MUTE
open application number 1075,OPEN_APP
general conversation number 678,GENERAL_CONVERSATION
unmute command number 1280,UNMUTE
unmute command number 153,UNMUTE
open file number 589,OPEN_FILE
search query number 635,WEB_SEARCH
general conversation number 68,GENERAL_CONVERSATION
get time request number 1333,GET_TIME
search query number 654,WEB_SEARCH
get time request number 937,GET_TIME
mute command number 288,MUTE
search query number 223,WEB_SEARCH
open file number 1009,OPEN_FILE
mute command number 69,MUTE
general conversation number 160,GENERAL_CONVERSATION
search query number 657,WEB_SEARCH
open file number 52,OPEN_FILE
open application number 1386,OPEN_APP
search query number 727,WEB_SEARCH
open file number 441,OPEN_FILE
open file number 590,OPEN_FILE
get time request number 1178,GET_TIME
get time request number 7,GET_TIME
mute command number 158,MUTE
unmute command number 1401,UNMUTE
general conversation number 1264,GENERAL_CONVERSATION
mute command number 641,MUTE
unmute command number 216,UNMUTE
open application number 486,OPEN_APP
unmute command number 366,UNMUTE
get time request number 169,GET_TIME
get time request number 1134,GET_TIME
search query number 444,WEB_SEARCH
unmute command number 924,UNMUTE
search query number 928,WEB_SEARCH
general conversation number 1356,GENERAL_CONVERSATION
mute command number 163,MUTE
open application number 232,OPEN_APP
get time request number 873,GET_TIME
search query number 703,WEB_SEARCH
unmute command number 882,UNMUTE
get time request number 540,GET_TIME
general conversation number 353,GENERAL_CONVERSATION
unmute command number 706,UNMUTE
general conversation number 492,GENERAL_CONVERSATION
general conversation number 891,GENERAL_CONVERSATION
unmute command number 199,UNMUTE
mute command number 1173,MUTE
open application number 1315,OPEN_APP
open file number 1371,OPEN_FILE
open file number 1130,OPEN_FILE
open application number 81,OPEN_APP
open application number 1361,OPEN_APP
mute command number 96,MUTE
unmute command number 189,UNMUTE
general conversation number 921,GENERAL_CONVERSATION
get time request number 335,GET_TIME
open application number 44,OPEN_APP
get time request number 822,GET_TIME
general conversation number 685,GENERAL_CONVERSATION
mute command number 793,MUTE
search query number 767,WEB_SEARCH
open file number 710,OPEN_FILE
open file number 90,OPEN_FILE
get time request number 345,GET_TIME
unmute command number 317,UNMUTE
mute command number 892,MUTE
open file number 8,OPEN_FILE
get time request number 309,GET_TIME
general conversation number 1049,GENERAL_CONVERSATION
get time request number 1374,GET_TIME
mute command number 325,MUTE
general conversation number 909,GENERAL_CONVERSATION
general conversation number 751,GENERAL_CONVERSATION
open application number 632,OPEN_APP
open application number 1042,OPEN_APP
search query number 377,WEB_SEARCH
unmute command number 696,UNMUTE
open file number 725,OPEN_FILE
mute command number 79,MUTE
get time request number 990,GET_TIME
get time request number 430,GET_TIME
open application number 220,OPEN_APP
open application number 1407,OPEN_APP
unmute command number 274,UNMUTE
mute command number 504,MUTE
get time request number 1162,GET_TIME
search query number 829,WEB_SEARCH
general conversation number 828,GENERAL_CONVERSATION
get time request number 652,GET_TIME
search query number 237,WEB_SEARCH
open file number 469,OPEN_FILE
open file number 223,OPEN_FILE
general conversation number 904,GENERAL_CONVERSATION
unmute command number 379,UNMUTE
general conversation number 848,GENERAL_CONVERSATION
get time request number 13,GET_TIME
search query number 225,WEB_SEARCH
open file number 1125,OPEN_FILE
get time request number 247,GET_TIME
get time request number 98,GET_TIME
open application number 198,OPEN_APP
search query number 281,WEB_SEARCH
open application number 1184,OPEN_APP
search query number 1250,WEB_SEARCH
search query number 191,WEB_SEARCH
open file number 1042,OPEN_FILE
get time request number 1363,GET_TIME
open application number 352,OPEN_APP
open application number 202,OPEN_APP
general conversation number 842,GENERAL_CONVERSATION
open application number 228,OPEN_APP
mute command number 1365,MUTE
open application number 777,OPEN_APP
open application number 840,OPEN_APP
general conversation number 1222,GENERAL_CONVERSATION
open application number 1163,OPEN_APP
open application number 242,OPEN_APP
get time request number 1152,GET_TIME
mute command number 237,MUTE
open application number 706,OPEN_APP
search query number 174,WEB_SEARCH
search query number 1112,WEB_SEARCH
mute command number 861,MUTE
unmute command number 1059,UNMUTE
open file number 771,OPEN_FILE
search query number 322,WEB_SEARCH
unmute command number 201,UNMUTE
search query number 1170,WEB_SEARCH
mute command number 1033,MUTE
general conversation number 889,GENERAL_CONVERSATION
open file number 531,OPEN_FILE
open application number 904,OPEN_APP
mute command number 1019,MUTE
search query number 935,WEB_SEARCH
open application number 1153,OPEN_APP
open file number 184,OPEN_FILE
mute command number 835,MUTE
open application number 579,OPEN_APP
search query number 1147,WEB_SEARCH
open file number 203,OPEN_FILE
open file number 984,OPEN_FILE
open application number 147,OPEN_APP
unmute command number 488,UNMUTE
get time request number 1353,GET_TIME
open application number 1313,OPEN_APP
open file number 74,OPEN_FILE
open file number 816,OPEN_FILE
mute command number 587,MUTE
get time request number 145,GET_TIME
get time request number 1192,GET_TIME
open application number 607,OPEN_APP
search query number 513,WEB_SEARCH
mute command number 72,MUTE
unmute command number 1123,UNMUTE
mute command number 813,MUTE
general conversation number 1008,GENERAL_CONVERSATION
get time request number 1388,GET_TIME
general conversation number 1181,GENERAL_CONVERSATION
get time request number 137,GET_TIME
general conversation number 990,GENERAL_CONVERSATION
general conversation number 500,GENERAL_CONVERSATION
open file number 777,OPEN_FILE
get time request number 353,GET_TIME
open application number 571,OPEN_APP
open file number 1344,OPEN_FILE
general conversation number 1283,GENERAL_CONVERSATION
search query number 925,WEB_SEARCH
mute command number 593,MUTE
general conversation number 625,GENERAL_CONVERSATION
open application number 115,OPEN_APP
unmute command number 1327,UNMUTE
unmute command number 771,UNMUTE
unmute command number 39,UNMUTE
get time request number 1064,GET_TIME
open application number 267,OPEN_APP
open file number 290,OPEN_FILE
open application number 1000,OPEN_APP
get time request number 702,GET_TIME
get time request number 995,GET_TIME
general conversation number 158,GENERAL_CONVERSATION
open application number 637,OPEN_APP
mute command number 1323,MUTE
open application number 709,OPEN_APP
open application number 1360,OPEN_APP
get time request number 1301,GET_TIME
unmute command number 183,UNMUTE
open application number 1154,OPEN_APP
unmute command number 335,UNMUTE
general conversation number 634,GENERAL_CONVERSATION
search query number 1055,WEB_SEARCH
open file number 912,OPEN_FILE
search query number 647,WEB_SEARCH
get time request number 663,GET_TIME
general conversation number 824,GENERAL_CONVERSATION
open file number 862,OPEN_FILE
general conversation number 1238,GENERAL_CONVERSATION
unmute command number 661,UNMUTE
search query number 1064,WEB_SEARCH
unmute command number 870,UNMUTE
mute command number 1267,MUTE
open application number 71,OPEN_APP
get time request number 1078,GET_TIME
search query number 510,WEB_SEARCH
search query number 1015,WEB_SEARCH
general conversation number 784,GENERAL_CONVERSATION
get time request number 950,GET_TIME
open file number 774,OPEN_FILE
open file number 275,OPEN_FILE
open file number 347,OPEN_FILE
unmute command number 754,UNMUTE
unmute command number 497,UNMUTE
mute command number 1289,MUTE
open application number 1001,OPEN_APP
open application number 672,OPEN_APP
open file number 1385,OPEN_FILE
search query number 305,WEB_SEARCH
mute command number 1339,MUTE
open application number 45,OPEN_APP
get time request number 58,GET_TIME
general conversation number 526,GENERAL_CONVERSATION
open file number 167,OPEN_FILE
unmute command number 1117,UNMUTE
unmute command number 1239,UNMUTE
unmute command number 1157,UNMUTE
unmute command number 40,UNMUTE
general conversation number 703,GENERAL_CONVERSATION
search query number 1373,WEB_SEARCH
general conversation number 327,GENERAL_CONVERSATION
open application number 878,OPEN_APP
open application number 955,OPEN_APP
open file number 1115,OPEN_FILE
open application number 621,OPEN_APP
open file number 990,OPEN_FILE
open file number 1177,OPEN_FILE
mute command number 1224,MUTE
open application number 201,OPEN_APP
mute command number 694,MUTE
get time request number 872,GET_TIME
get time request number 218,GET_TIME
unmute command number 1303,UNMUTE
mute command number 1007,MUTE
general conversation number 5,GENERAL_CONVERSATION
unmute command number 730,UNMUTE
unmute command number 347,UNMUTE
mute command number 976,MUTE
get time request number 775,GET_TIME
get time request number 1401,GET_TIME
mute command number 411,MUTE
mute command number 433,MUTE
general conversation number 1316,GENERAL_CONVERSATION
mute command number 274,MUTE
unmute command number 551,UNMUTE
open file number 130,OPEN_FILE
unmute command number 877,UNMUTE
unmute command number 638,UNMUTE
unmute command number 620,UNMUTE
unmute command number 502,UNMUTE
unmute command number 238,UNMUTE
general conversation number 1170,GENERAL_CONVERSATION
get time request number 974,GET_TIME
search query number 545,WEB_SEARCH
open file number 1278,OPEN_FILE
get time request number 198,GET_TIME
unmute command number 1406,UNMUTE
mute command number 832,MUTE
open application number 1267,OPEN_APP
search query number 1264,WEB_SEARCH
get time request number 1273,GET_TIME
open application number 705,OPEN_APP
open application number 953,OPEN_APP
open application number 1275,OPEN_APP
get time request number 1053,GET_TIME
open file number 770,OPEN_FILE
get time request number 886,GET_TIME
get time request number 1313,GET_TIME
mute command number 645,MUTE
get time request number 92,GET_TIME
unmute command number 552,UNMUTE
general conversation number 187,GENERAL_CONVERSATION
open file number 847,OPEN_FILE
open application number 1188,OPEN_APP
unmute command number 604,UNMUTE
mute command number 1186,MUTE
general conversation number 739,GENERAL_CONVERSATION
open file number 882,OPEN_FILE
open file number 1169,OPEN_FILE
general conversation number 1054,GENERAL_CONVERSATION
search query number 327,WEB_SEARCH
search query number 11,WEB_SEARCH
unmute command number 1380,UNMUTE
search query number 1276,WEB_SEARCH
open file number 1128,OPEN_FILE
get time request number 691,GET_TIME
search query number 1277,WEB_SEARCH
general conversation number 796,GENERAL_CONVERSATION
open application number 986,OPEN_APP
open application number 402,OPEN_APP
get time request number 522,GET_TIME
open application number 761,OPEN_APP
general conversation number 642,GENERAL_CONVERSATION
mute command number 276,MUTE
open application number 332,OPEN_APP
mute command number 1107,MUTE
unmute command number 749,UNMUTE
general conversation number 338,GENERAL_CONVERSATION
mute command number 309,MUTE
general conversation number 563,GENERAL_CONVERSATION
mute command number 162,MUTE
mute command number 299,MUTE
search query number 430,WEB_SEARCH
mute command number 21,MUTE
get time request number 622,GET_TIME
open file number 247,OPEN_FILE
open file number 128,OPEN_FILE
search query number 115,WEB_SEARCH
general conversation number 926,GENERAL_CONVERSATION
open file number 1137,OPEN_FILE
open file number 1312,OPEN_FILE
unmute command number 1233,UNMUTE
search query number 183,WEB_SEARCH
mute command number 1050,MUTE
open file number 131,OPEN_FILE
open application number 103,OPEN_APP
unmute command number 291,UNMUTE
open application number 11,OPEN_APP
get time request number 1001,GET_TIME
get time request number 222,GET_TIME
open file number 1109,OPEN_FILE
mute command number 1155,MUTE
mute command number 437,MUTE
unmute command number 1276,UNMUTE
mute command number 47,MUTE
get time request number 1359,GET_TIME
unmute command number 775,UNMUTE
mute command number 923,MUTE
open application number 137,OPEN_APP
search query number 1030,WEB_SEARCH
general conversation number 274,GENERAL_CONVERSATION
mute command number 394,MUTE
get time request number 787,GET_TIME
get time request number 1047,GET_TIME
get time request number 1352,GET_TIME
open application number 193,OPEN_APP
open application number 368,OPEN_APP
open file number 688,OPEN_FILE
open file number 1261,OPEN_FILE
open file number 754,OPEN_FILE
unmute command number 1268,UNMUTE
search query number 107,WEB_SEARCH
general conversation number 192,GENERAL_CONVERSATION
open application number 652,OPEN_APP
general conversation number 359,GENERAL_CONVERSATION
open application number 217,OPEN_APP
mute command number 799,MUTE
unmute command number 31,UNMUTE
general conversation number 1130,GENERAL_CONVERSATION
open application number 353,OPEN_APP
open application number 200,OPEN_APP
general conversation number 1353,GENERAL_CONVERSATION
open file number 663,OPEN_FILE
open file number 1002,OPEN_FILE
get time request number 369,GET_TIME
open file number 626,OPEN_FILE
open application number 398,OPEN_APP
search query number 336,WEB_SEARCH
general conversation number 1308,GENERAL_CONVERSATION
unmute command number 490,UNMUTE
unmute command number 19,UNMUTE
general conversation number 875,GENERAL_CONVERSATION
get time request number 668,GET_TIME
open file number 732,OPEN_FILE
open application number 1044,OPEN_APP
mute command number 639,MUTE
search query number 486,WEB_SEARCH
unmute command number 763,UNMUTE
mute command number 1082,MUTE
search query number 1286,WEB_SEARCH
search query number 210,WEB_SEARCH
mute command number 236,MUTE
open application number 657,OPEN_APP
open file number 917,OPEN_FILE
general conversation number 831,GENERAL_CONVERSATION
get time request number 150,GET_TIME
open application number 415,OPEN_APP
get time request number 109,GET_TIME
get time request number 409,GET_TIME
search query number 101,WEB_SEARCH
get time request number 1270,GET_TIME
mute command number 15,MUTE
search query number 554,WEB_SEARCH
search query number 1141,WEB_SEARCH
unmute command number 1139,UNMUTE
open application number 691,OPEN_APP
get time request number 182,GET_TIME
mute command number 1331,MUTE
open application number 28,OPEN_APP
open file number 6,OPEN_FILE
search query number 330,WEB_SEARCH
unmute command number 52,UNMUTE
unmute command number 338,UNMUTE
unmute command number 1010,UNMUTE
general conversation number 407,GENERAL_CONVERSATION
open file number 352,OPEN_FILE
get time request number 857,GET_TIME
general conversation number 967,GENERAL_CONVERSATION
unmute command number 1403,UNMUTE
unmute command number 738,UNMUTE
open application number 421,OPEN_APP
get time request number 1326,GET_TIME
open application number 1052,OPEN_APP
open application number 836,OPEN_APP
general conversation number 448,GENERAL_CONVERSATION
unmute command number 534,UNMUTE
open file number 819,OPEN_FILE
general conversation number 1162,GENERAL_CONVERSATION
open file number 1346,OPEN_FILE
open file number 1011,OPEN_FILE
search query number 1161,WEB_SEARCH
general conversation number 1208,GENERAL_CONVERSATION
open application number 1259,OPEN_APP
search query number 466,WEB_SEARCH
unmute command number 874,UNMUTE
mute command number 1328,MUTE
mute command number 1372,MUTE
open application number 42,OPEN_APP
general conversation number 1337,GENERAL_CONVERSATION
general conversation number 233,GENERAL_CONVERSATION
open file number 1262,OPEN_FILE
get time request number 100,GET_TIME
unmute command number 597,UNMUTE
mute command number 246,MUTE
search query number 453,WEB_SEARCH
open application number 546,OPEN_APP
unmute command number 1330,UNMUTE
open file number 447,OPEN_FILE
mute command number 668,MUTE
get time request number 1,GET_TIME
open application number 1393,OPEN_APP
unmute command number 331,UNMUTE
general conversation number 1417,GENERAL_CONVERSATION
get time request number 23,GET_TIME
open application number 1090,OPEN_APP
open file number 387,OPEN_FILE
general conversation number 641,GENERAL_CONVERSATION
open application number 225,OPEN_APP
mute command number 1330,MUTE
unmute command number 43,UNMUTE
general conversation number 445,GENERAL_CONVERSATION
open application number 830,OPEN_APP
unmute command number 1179,UNMUTE
mute command number 220,MUTE
general conversation number 388,GENERAL_CONVERSATION
unmute command number 1226,UNMUTE
get time request number 1281,GET_TIME
mute command number 295,MUTE
open file number 880,OPEN_FILE
mute command number 548,MUTE
get time request number 1275,GET_TIME
open file number 1383,OPEN_FILE
search query number 985,WEB_SEARCH
unmute command number 462,UNMUTE
mute command number 826,MUTE
get time request number 1117,GET_TIME
get time request number 863,GET_TIME
search query number 149,WEB_SEARCH
search query number 1316,WEB_SEARCH
general conversation number 8,GENERAL_CONVERSATION
get time request number 334,GET_TIME
search query number 239,WEB_SEARCH
mute command number 249,MUTE
mute command number 523,MUTE
search query number 422,WEB_SEARCH
mute command number 1307,MUTE
search query number 503,WEB_SEARCH
mute command number 1139,MUTE
open file number 1226,OPEN_FILE
mute command number 1366,MUTE
unmute command number 898,UNMUTE
general conversation number 453,GENERAL_CONVERSATION
mute command number 1283,MUTE
open application number 942,OPEN_APP
open application number 32,OPEN_APP
unmute command number 302,UNMUTE
general conversation number 64,GENERAL_CONVERSATION
unmute command number 384,UNMUTE
get time request number 1371,GET_TIME
general conversation number 626,GENERAL_CONVERSATION
mute command number 363,MUTE
get time request number 411,GET_TIME
mute command number 664,MUTE
unmute command number 1033,UNMUTE
open file number 1423,OPEN_FILE
open application number 487,OPEN_APP
open application number 877,OPEN_APP
mute command number 178,MUTE
get time request number 1131,GET_TIME
search query number 560,WEB_SEARCH
unmute command number 1199,UNMUTE
mute command number 839,MUTE
open file number 963,OPEN_FILE
search query number 1019,WEB_SEARCH
open file number 307,OPEN_FILE
general conversation number 63,GENERAL_CONVERSATION
mute command number 634,MUTE
get time request number 917,GET_TIME
general conversation number 120,GENERAL_CONVERSATION
get time request number 1224,GET_TIME
unmute command number 254,UNMUTE
open application number 84,OPEN_APP
search query number 182,WEB_SEARCH
open file number 534,OPEN_FILE
unmute command number 1067,UNMUTE
unmute command number 288,UNMUTE
unmute command number 508,UNMUTE
general conversation number 514,GENERAL_CONVERSATION
open application number 970,OPEN_APP
open application number 934,OPEN_APP
open file number 987,OPEN_FILE
get time request number 1335,GET_TIME
open application number 746,OPEN_APP
search query number 441,WEB_SEARCH
unmute command number 1365,UNMUTE
get time request number 1310,GET_TIME
mute command number 1063,MUTE
unmute command number 897,UNMUTE
get time request number 994,GET_TIME
get time request number 1316,GET_TIME
open file number 1334,OPEN_FILE
open application number 64,OPEN_APP
search query number 1356,WEB_SEARCH
open application number 1334,OPEN_APP
get time request number 153,GET_TIME
unmute command number 838,UNMUTE
general conversation number 155,GENERAL_CONVERSATION
search query number 1125,WEB_SEARCH
mute command number 170,MUTE
open file number 390,OPEN_FILE
general conversation number 184,GENERAL_CONVERSATION
unmute command number 770,UNMUTE
unmute command number 794,UNMUTE
mute command number 482,MUTE
mute command number 404,MUTE
open file number 1284,OPEN_FILE
open file number 660,OPEN_FILE
search query number 1179,WEB_SEARCH
open application number 1098,OPEN_APP
open file number 737,OPEN_FILE
unmute command number 1020,UNMUTE
mute command number 491,MUTE
unmute command number 666,UNMUTE
search query number 932,WEB_SEARCH
mute command number 631,MUTE
open application number 1206,OPEN_APP
open file number 50,OPEN_FILE
mute command number 389,MUTE
search query number 1291,WEB_SEARCH
search query number 397,WEB_SEARCH
general conversation number 1127,GENERAL_CONVERSATION
open application number 1209,OPEN_APP
mute command number 40,MUTE
mute command number 1072,MUTE
search query number 611,WEB_SEARCH
get time request number 232,GET_TIME
open application number 992,OPEN_APP
unmute command number 570,UNMUTE
mute command number 253,MUTE
get time request number 558,GET_TIME
open application number 1402,OPEN_APP
general conversation number 148,GENERAL_CONVERSATION
get time request number 1279,GET_TIME
get time request number 830,GET_TIME
search query number 712,WEB_SEARCH
open file number 593,OPEN_FILE
open application number 1246,OPEN_APP
open application number 985,OPEN_APP
open file number 1166,OPEN_FILE
mute command number 895,MUTE
open file number 560,OPEN_FILE
get time request number 861,GET_TIME
open application number 1222,OPEN_APP
open file number 1003,OPEN_FILE
search query number 858,WEB_SEARCH
